Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Last Precinct,"Attracting unwanted attentions when she is mandated to research the four-hundred-year-old murder of a Jamestown, Virginia, settler, Kay Scarpetta finds enemies among those she is sworn to protect. 30,000 first printing. (Suspense)",['Patricia Daniels Cornwell'],http://books.google.com/books/content?id=HFCDozWdHUkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=HFCDozWdHUkC&q=Last+Precinct&dq=Last+Precinct&hl=&cd=1&source=gbs_api,Random House Large Print Publishing,2000,http://books.google.com/books?id=HFCDozWdHUkC&dq=Last+Precinct&hl=&source=gbs_api,['Fiction'],2.0
The Gurkha Rifles (Men-at-Arms),"The Gurkhas have a long and distinguished service record. This book examines the uniforms, equipment, history and organisation of the Gurkha rifles. It traces the 19th Century origins of the now famous Gurkha regiments and also covers their service history during the Great Mutiny of 1857 and the 3rd Afghan War (1919). During the two World Wars the Gurhah rifles performed countless tours of duty and their regimental battle honours listed in the book bear testimony to their extensive service. A series of full colour illustrations accompany the text.",['J.B.R. Nicholson'],http://books.google.com/books/content?id=ks0XvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ks0XvgAACAAJ&dq=The+Gurkha+Rifles+(Men-at-Arms)&hl=&cd=1&source=gbs_api,Osprey Publishing,1974-06-15,http://books.google.com/books?id=ks0XvgAACAAJ&dq=The+Gurkha+Rifles+(Men-at-Arms)&hl=&source=gbs_api,['History'],
"Ultimate Spider-Man, Vol. 3","It's been six months since the Ultimatum Wave. The Daily Bugle is no more, the Kingpin is deposed, Midtown High has another hero roaming the halls - and the people of New York absolutely adore Spider-Man?! You'd think Peter Parker's life was pretty sweet, but he still has issues: a new girlfriend causing drama from the old one, a hellion named Mysterio on the loose, and the Human Torch and Iceman boarding at Aunt May's house! Then, Spidey discovers that his neighbor Rick Jones has special abilities of his own. But how the teenager acquired them is a mystery even to Rick himself. COLLECTING: Ultimate Comics Spider-Man 1-14",,http://books.google.com/books/content?id=hhPNpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=hhPNpwAACAAJ&dq=Ultimate+Spider-Man,+Vol.+3&hl=&cd=1&source=gbs_api",Marvel,2012-05-23,"http://books.google.com/books?id=hhPNpwAACAAJ&dq=Ultimate+Spider-Man,+Vol.+3&hl=&source=gbs_api",['Comics & Graphic Novels'],1.0
Process of Elimination,,['York University (Toronto)'],,http://books.google.com/books?id=qp_nSAAACAAJ&dq=Process+of+Elimination&hl=&cd=1&source=gbs_api,,1968,http://books.google.com/books?id=qp_nSAAACAAJ&dq=Process+of+Elimination&hl=&source=gbs_api,,
Catalogue of law trials;,"Excerpt from Catalogue of the Extraordinary Collection of Law Trials Made by the Late Edmund B. Wynn, of Watertown, N. Y: Comprising a Great Number of the Rarest, Most Interesting and Instructive Trials in the Courts of Great Britain and America, Illustrating the Law and Practice in Both Civil and Criminal Causes James Purnell, a Higler against Sir John Earner, late Lord Mayor. Wit/1 colored frontispiece. 15 pages. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",['Edmund B. Wynn'],http://books.google.com/books/content?id=Ox5BtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Ox5BtAEACAAJ&dq=Catalogue+of+law+trials%3B&hl=&cd=1&source=gbs_api,Forgotten Books,2017-11-20,http://books.google.com/books?id=Ox5BtAEACAAJ&dq=Catalogue+of+law+trials%3B&hl=&source=gbs_api,['Reference'],
Decorating Inside & Out (Clever Crafter Series),"Shares the author's development process for eight homes in locations from New York City to New Orleans, describing how each of the elements, from fabrics to furniture, was chosen.",['Alexa Hampton'],http://books.google.com/books/content?id=achvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=achvDwAAQBAJ&printsec=frontcover&dq=Decorating+Inside&hl=&cd=1&source=gbs_api,Clarkson Potter,2013,http://books.google.com/books?id=achvDwAAQBAJ&dq=Decorating+Inside&hl=&source=gbs_api,['Architecture'],
Jean D'Espagnet's The Summary of Physics Restored (Enchyridion Physicae Restitutae): The 1651 Translation with D'Espagnet's Arcanum (1650) (English Renaissance Hermeticism),"First published in 1999. Routledge is an imprint of Taylor & Francis, an informa company.",['Thomas Willard'],http://books.google.com/books/content?id=1Ht0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=1Ht0DwAAQBAJ&printsec=frontcover&dq=Jean+D%27Espagnet%27s+The+Summary+of+Physics+Restored+(Enchyridion+Physicae+Restitutae):+The+1651+Translation+with+D%27Espagnet%27s+Arcanum+(1650)+(English+Renaissance+Hermeticism)&hl=&cd=1&source=gbs_api,Routledge,2020-10-12,https://play.google.com/store/books/details?id=1Ht0DwAAQBAJ&source=gbs_api,['Literary Criticism'],
Millennium; Winners and Losers in the Coming Order,"A look at the future world order forecasts a dramatic reordering of geopolitical and economic forces, high-tech economies, and a world of privileged elites surrounded by a vast array of impoverished nomads",['Jacques Attali'],http://books.google.com/books/content?id=wSkVbS_VRT0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=wSkVbS_VRT0C&q=Millennium%3B+Winners+and+Losers+in+the+Coming+Order&dq=Millennium%3B+Winners+and+Losers+in+the+Coming+Order&hl=&cd=1&source=gbs_api,Three Rivers Press,1991,http://books.google.com/books?id=wSkVbS_VRT0C&dq=Millennium%3B+Winners+and+Losers+in+the+Coming+Order&hl=&source=gbs_api,['Social Science'],
From the Horse's Mouth,"A professional animal communicator shares her method for fostering communication between animals and humans, filling her book with poignant tales from her practice highlighting successful interactions between species. Reprint. 25,000 first printing.",['Amelia Kinkade'],http://books.google.com/books/content?id=VXV8AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=VXV8AAAAQBAJ&printsec=frontcover&dq=From+the+Horse%27s+Mouth&hl=&cd=1&source=gbs_api,New World Library,2005,http://books.google.nl/books?id=VXV8AAAAQBAJ&dq=From+the+Horse%27s+Mouth&hl=&source=gbs_api,['Nature'],
Secret Wars,"The Marvel multiverse is collapsing! Universes are colliding and realities are being wiped out! Earth 616 is destroyed as it merges with numerous other alternative Earths, creating... Battleworld! Who will survive?!! What will survive?!! Collecting Secret Wars #1-9 and material from Free comic Book Day 2015: Secret Wars.","['Jonathan Hickman', 'Esad Ribic']",http://books.google.com/books/content?id=QDEmswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=QDEmswEACAAJ&dq=Secret+Wars&hl=&cd=1&source=gbs_api,,2015-11-03,http://books.google.com/books?id=QDEmswEACAAJ&dq=Secret+Wars&hl=&source=gbs_api,,
The Star Connection: The Science of Judaic Astrology,"En este libro asombroso que abre nuevos caminos en terreno desconocido, el Rabino Philip S. Berg senala el sendero cabalistico que penetra el territorio no delineado de la astrologia, el cosmos, los viajes humanos en el espacio, el regreso al futuro y el control humano de nuestro destino. El autor nos saca de nuestro mundo cotidiano, de consciencia robotico, para mostrarnos una nueva perspectiva de las fuerzas de vida extraterrestres que nos conduce a una comprension mas profunda e intuitiva para la resolucion de problemas. La Conexion Astral examina la multitud de fuerzas a nuestro derredor y dentro de nosotros mismos que pueden fomentar nuestro bienestar, o bien, extraer nuestra vitalidad. Este libro es indispensable para quien se interesa en la astrologia por su significado espiritual y por su habilidad de favorecer el auto-conocimiento. En este libro poderoso, el Rabino Philip S. Berg emprende la tarea de abrir nuevos caminos para proporcionarnos una comprension mas profunda de la que ahora poseemos. Al conducirnos por los senderos de la sabiduria antigua de la Cabala, exploramos el poder asombroso de la inteligencia cosmica que nos permite lograr maestria sobre nuestro medio ambiente para moldearlo, libres para accelerar el proceso cosmico de construccion de formas, pero tambien libres para obstruirlo. La Conexion Astral nos permite dar un enorme paso adelante al expresar, para toda la humanidad, una perspectiva nueva de las influencias astrales que nos aclara la intima relacion que existe entre mente y cosmos. Book jacket.","['Philip S. Berg', 'Rav Berg']",http://books.google.com/books/content?id=w7MJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=w7MJAAAACAAJ&dq=The+Star+Connection:+The+Science+of+Judaic+Astrology&hl=&cd=1&source=gbs_api,Research Centre of Kabbalah,1991-01-01,http://books.google.com/books?id=w7MJAAAACAAJ&dq=The+Star+Connection:+The+Science+of+Judaic+Astrology&hl=&source=gbs_api,"['Body, Mind & Spirit']",
"Around and About Paris, Vol. 2: From the Guillotine to the Bastille Opera: The 8th-12th Arrondissements","A multidisciplinary index covering the journal literature of the arts and humanities. It fully covers 1,144 of the world's leading arts and humanities journals, and it indexes individually selected, relevant items from over 6,800 major science and social science journals.",,http://books.google.com/books/content?id=KJLiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=KJLiAAAAMAAJ&pg=PA55&dq=Around+and+About+Paris,+Vol.+2:+From+the+Guillotine+to+the+Bastille+Opera:+The+8th-12th+Arrondissements&hl=&cd=1&source=gbs_api",,1997,"http://books.google.com/books?id=KJLiAAAAMAAJ&dq=Around+and+About+Paris,+Vol.+2:+From+the+Guillotine+to+the+Bastille+Opera:+The+8th-12th+Arrondissements&hl=&source=gbs_api",['Arts'],
"BEARING FRUIT: And Its Significance to Entering the ""Kingdom of Heaven""","In Lancaster, Connecticut, Margaret Adler is gone. She vanished, just seconds before her house exploded into a fireball. Her dark secrets remain in a hidden, basement room, where science and murder came together, and gave birth to awesome power... only when she left, she wasn't alone. Hiram Milliken, the twisted, child killer, is with her, even though his body lies in the middle of Wickett Avenue, his dead eyes staring up into the black, night sky. They tried to steal Jeremy McKee's soul, they tried to kill his friends - they killed his father - but he fought them he fought, and he won, and the price of his victory cost them more than they ever dreamt possible. Now, Hiram is trapped inside Margaret's body, and in control of her fantastic powers. Jeremy and his friends are hunting for him, with the help of a surprise ally from the government institution known only as The Agency. Hiram will stop at nothing to have a new body for himself, one with the power to crush anyone who stands in his way but to succeed, more children must die. The battle begins anew. The power was never meant to be in the hands of a madman.",['Lessie Myles'],http://books.google.com/books/content?id=k4U5mQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=k4U5mQEACAAJ&dq=BEARING+FRUIT:+And+Its+Significance+to+Entering+the+%22Kingdom+of+Heaven%22&hl=&cd=1&source=gbs_api,,2006-02-01,http://books.google.com/books?id=k4U5mQEACAAJ&dq=BEARING+FRUIT:+And+Its+Significance+to+Entering+the+%22Kingdom+of+Heaven%22&hl=&source=gbs_api,['Religion'],
st*rf*ck*ng,,['Jemiah Jefferson'],,http://books.google.com/books?id=ntxFAAAACAAJ&dq=st*rf*ck*ng&hl=&cd=1&source=gbs_api,,2000-07-01,http://books.google.com/books?id=ntxFAAAACAAJ&dq=st*rf*ck*ng&hl=&source=gbs_api,['Erotic stories'],
The Law of Success - Vol I : Principles of Self-Mastery,"For students of Napoleon Hill's philosophy for creating riches, ""Think and Grow Rich"" was only the beginning. This volume expands on the previous work's theme.",['Napoleon Hill'],http://books.google.com/books/content?id=z3FPPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=z3FPPQAACAAJ&dq=The+Law+of+Success+-+Vol+I+:+Principles+of+Self-Mastery&hl=&cd=1&source=gbs_api,Bnpublishing.Com,2006-06,http://books.google.com/books?id=z3FPPQAACAAJ&dq=The+Law+of+Success+-+Vol+I+:+Principles+of+Self-Mastery&hl=&source=gbs_api,['Business & Economics'],
Boquitas pintadas,,,,http://books.google.nl/books?id=BBU2jwEACAAJ&dq=Boquitas+pintadas&hl=&cd=1&source=gbs_api,,1971,http://books.google.nl/books?id=BBU2jwEACAAJ&dq=Boquitas+pintadas&hl=&source=gbs_api,,
Little Girl Lost,The child star of E.T. describes her own nightmarish descent into alcohol and drug addiction--habits that were encouraged by her unique lifestyle--and her decision to enter therapy at age thirteen.,"['Drew Barrymore', 'Todd Gold']",http://books.google.com/books/content?id=kSJ8XjTw10kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=kSJ8XjTw10kC&printsec=frontcover&dq=Little+Girl+Lost&hl=&cd=1&source=gbs_api,Simon and Schuster,1991,http://books.google.com/books?id=kSJ8XjTw10kC&dq=Little+Girl+Lost&hl=&source=gbs_api,['Biography & Autobiography'],5.0
"Memories, Dreams, Reflections","Translation of: Erinnerungen, Tr'aume, Gedanken.",['C. G. Jung'],http://books.google.com/books/content?id=hbBmzgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=hbBmzgAACAAJ&dq=Memories,+Dreams,+Reflections&hl=&cd=1&source=gbs_api",,2010-02,"http://books.google.com/books?id=hbBmzgAACAAJ&dq=Memories,+Dreams,+Reflections&hl=&source=gbs_api",['Biography & Autobiography'],4.0
The book of cowboys,"H.C. and Lucille Holling tell the stories of cowboys, ranching and more with lavish illustrations.",['Holling Clancy Holling'],,http://books.google.com/books?id=gpv1OwAACAAJ&dq=The+book+of+cowboys&hl=&cd=1&source=gbs_api,,1962,http://books.google.com/books?id=gpv1OwAACAAJ&dq=The+book+of+cowboys&hl=&source=gbs_api,['Cowboys'],1.0
Developing Balanced Sensitivity: Practical Buddhist Exercises For Daily Life,"Alexander Berzin introduces a series of techniques for overcoming insensitivity and hypersensitivity. Based on traditional Buddhist sources, they are presented in non-traditional forms suitable for workshops and private practice. The exercises deal with difficult, everyday situations and show how to access our mind's natural talents; dispel nervousness, insecurity, and low self-esteem; make decisions; deconstruct deceptive appearances; and recognize the clear light nature of the mind.",['Alexander Berzin'],http://books.google.com/books/content?id=e0bYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=e0bYAAAAMAAJ&q=Developing+Balanced+Sensitivity:+Practical+Buddhist+Exercises+For+Daily+Life&dq=Developing+Balanced+Sensitivity:+Practical+Buddhist+Exercises+For+Daily+Life&hl=&cd=1&source=gbs_api,Snow Lion,1998-01-01,http://books.google.com/books?id=e0bYAAAAMAAJ&dq=Developing+Balanced+Sensitivity:+Practical+Buddhist+Exercises+For+Daily+Life&hl=&source=gbs_api,['Religion'],
Reiki for Children: Using Healing Touch and Raw Foods to Tap Into the Power of the Universe,"""Reiki for Children"" is the first and only complete guide to the Reiki method of healing written specifically for young adults. Parents will find this book helpful in teaching their children self awareness, self esteem, and responsibility of self care.",['N. D. Hilmar-Jezek'],http://books.google.com/books/content?id=9uG2wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=9uG2wAEACAAJ&dq=Reiki+for+Children:+Using+Healing+Touch+and+Raw+Foods+to+Tap+Into+the+Power+of+the+Universe&hl=&cd=1&source=gbs_api,1st Book Library,2003,http://books.google.nl/books?id=9uG2wAEACAAJ&dq=Reiki+for+Children:+Using+Healing+Touch+and+Raw+Foods+to+Tap+Into+the+Power+of+the+Universe&hl=&source=gbs_api,['Health & Fitness'],
"Ged Language Arts, Reading Exercise Book","Reading passages develop the critical-thinking skills of comprehension, application, analysis, and synthesis. Announcing the companion workbook series to the GED test series Practice makes perfect with McGraw-Hill's updated GED Workbook series, which reflects the 2002 test guidelines. These workbooks provide invaluable hands-on experience for students as they tackle hundreds of GED format questions and check results against an answer key. Simulated test-taking situations boost not only content retention but also confidence for the big day. Ideal study guides for a student weak in a particular subject area or sitting for one GED test at a time, these activity books function as a companion to McGraw-Hill's GED Test titles and McGraw-Hill's GED.",['John Reier'],http://books.google.com/books/content?id=7zS0v8tyOrUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=7zS0v8tyOrUC&printsec=frontcover&dq=Ged+Language+Arts,+Reading+Exercise+Book&hl=&cd=1&source=gbs_api",McGraw Hill Professional,2002-10-03,"http://books.google.com/books?id=7zS0v8tyOrUC&dq=Ged+Language+Arts,+Reading+Exercise+Book&hl=&source=gbs_api",['Study Aids'],
Colony,"In 1979, as violence erupts all over Ireland, two outsiders travel to a small island off the west coast in search of their own answers, despite what it may cost the islanders. It is the summer of 1979. An English painter travels to a small island off the west coast of Ireland. Mr. Lloyd takes the last leg by currach, though boats with engines are available and he doesn’t much like the sea. He wants the authentic experience, to be changed by this place, to let its quiet and light fill him, give him room to create. He doesn’t know that a Frenchman follows close behind. Jean-Pierre Masson has visited the island for many years, studying the language of those who make it their home. He is fiercely protective of their isolation, deems it essential to exploring his theories of language preservation and identity. But the people who live on this rock—three miles long and half a mile wide—have their own views on what is being recorded, what is being taken, and what ought to be given in return. Over the summer, each of them—from great-grandmother Bean Uí Fhloinn, to widowed Mairéad, to fifteen-year-old James, who is determined to avoid the life of a fisherman—will wrestle with their values and desires. Meanwhile, all over Ireland, violence is erupting. And there is blame enough to go around. An expertly woven portrait of character and place, a stirring investigation into yearning to find one’s way, and an unflinchingly political critique of the long, seething cost of imperialism, Audrey Magee’s The Colony is a novel that transports, that celebrates beauty and connection, and that reckons with the inevitable ruptures of independence.",['Audrey Magee'],http://books.google.com/books/content?id=B6o9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=B6o9EAAAQBAJ&printsec=frontcover&dq=Colony&hl=&cd=1&source=gbs_api,"Farrar, Straus and Giroux",2022-05-17,https://play.google.com/store/books/details?id=B6o9EAAAQBAJ&source=gbs_api,['Fiction'],
French Acadian Cook Book,,"['Rumford Evening Extension (Rumford, Me.)']",,http://books.google.com/books?id=rmmVYgEACAAJ&dq=French+Acadian+Cook+Book&hl=&cd=1&source=gbs_api,,1978*,http://books.google.com/books?id=rmmVYgEACAAJ&dq=French+Acadian+Cook+Book&hl=&source=gbs_api,"['Cooking, Acadian']",
Deploying LINUX on the Desktop,"This book will meet the needs of those LINUX users who wish to set up a desktop LINUX workstations, and integrate them into their corporate environment. It will provide practical answers to such questions as: a) What tools do I use to fully integrate with the Microsoft Office tool suite? b) How do I set up my email and interact with a Microsoft Exchange Server? c) Where can I obtain, and how do I install, Internet browser plug-ins needed for web access, media playing, and other corporate Internet functionality? Provides a guide to using LINUX on the desktop for the corporate user. It will cover more than basic topics, such as whether to use OpenOffice or use another tool such as Evolution; they will delve into specific configurations necessary to interact efficiently with the Microsoft centric world of the Desktop. This guide will cover those problem areas that arise and discuss how to smooth over the bumps while meeting the goal of using a LINUX desktop. Lastly this book will cover whether or not a complete LINUX solution is available, or if some hybrid desktop will be needed to interact smoothly in the modern corporate computing environment; including a discussion of necessary LINUX growth directions for future expansion and capability. · Reviews real world requirements. · Covers Pure LINUX, and Hybrid Corporate Desktops. · Covers Enabling Tools such as CrossOver Office and the use of Windows Native programs on LINUX. · Reveals Interoperability Concerns. · Implements a solid Corporate Desktop. · Reviews the complete costs of Implementing LINUX as a desktop.",['Edward Haletky'],http://books.google.com/books/content?id=XWk9wPscu8sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=XWk9wPscu8sC&printsec=frontcover&dq=Deploying+LINUX+on+the+Desktop&hl=&cd=1&source=gbs_api,Elsevier,2005-08-22,https://play.google.com/store/books/details?id=XWk9wPscu8sC&source=gbs_api,['Computers'],
World Hunger,"Gives a broad overview of the many dimensions of world hunger, focusing specifically on the context of economic, social, political, and scientific contraints that affect global food security.",['Patricia L. Kutzner'],http://books.google.com/books/content?id=3CiFAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=3CiFAAAAIAAJ&q=World+Hunger&dq=World+Hunger&hl=&cd=1&source=gbs_api,Abc-Clio Incorporated,1991,http://books.google.com/books?id=3CiFAAAAIAAJ&dq=World+Hunger&hl=&source=gbs_api,['Social Science'],
The Serene Home: Decorating Secrets & Inspirations,"Take a pictorial tour through seven houses, each soothing to the eye and soul, and with a unique approach to design. Boxed Serene Secrets suggest simple, quick techniques for transforming rooms; close-ups focus on the small details; and easy-to-make projects. Simple redecorating solutions for creating calm, soothing home environments. Publishers Weekly.",['Eileen Cannon Paulin'],,http://books.google.com/books?id=BEWTkgEACAAJ&dq=The+Serene+Home:+Decorating+Secrets&hl=&cd=1&source=gbs_api,"Sterling Publishing Company, Inc.",2006-02,http://books.google.com/books?id=BEWTkgEACAAJ&dq=The+Serene+Home:+Decorating+Secrets&hl=&source=gbs_api,['House & Home'],
F-86 Sabre in Action - Aircraft No. 33,,"['Larry Davis', 'Don Greer', 'Tom Tullis']",,http://books.google.com/books?id=xKJXAAAACAAJ&dq=F-86+Sabre+in+Action+-+Aircraft+No.+33&hl=&cd=1&source=gbs_api,,1992,http://books.google.com/books?id=xKJXAAAACAAJ&dq=F-86+Sabre+in+Action+-+Aircraft+No.+33&hl=&source=gbs_api,['Sabre (Jet fighter plane)'],
"Nice Try, Tooth Fairy","Hoping to get back her lost tooth, Emma writes a series of letters to the Tooth Fairy, but when the wrong teeth keep getting returned the mistakes create complications.",['Mary W. Olson'],http://books.google.com/books/content?id=rL-3PoU3GJsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=rL-3PoU3GJsC&q=Nice+Try,+Tooth+Fairy&dq=Nice+Try,+Tooth+Fairy&hl=&cd=1&source=gbs_api",,2000,"http://books.google.com/books?id=rL-3PoU3GJsC&dq=Nice+Try,+Tooth+Fairy&hl=&source=gbs_api",['Letters'],2.0
Midnight Fantasies (Wink & a Kiss),,,,,,,,,
Dedicated to That Boy I Love (A Linda Story),"Linda is convinced that her troubled boyfriend Lenny--despite dropping out of school--is back on the right track, until she discovers that he is gambling.",['Linda Lewis'],http://books.google.com/books/content?id=UQW0AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=UQW0AAAACAAJ&dq=Dedicated+to+That+Boy+I+Love+(A+Linda+Story)&hl=&cd=1&source=gbs_api,Simon Pulse,1990-02-01,http://books.google.com/books?id=UQW0AAAACAAJ&dq=Dedicated+to+That+Boy+I+Love+(A+Linda+Story)&hl=&source=gbs_api,['Juvenile Fiction'],1.0
Around the world in Fitchburg,,['Doris Kirkpatrick'],,http://books.google.nl/books?id=HeeVtgAACAAJ&dq=Around+the+world+in+Fitchburg&hl=&cd=1&source=gbs_api,,1975,http://books.google.nl/books?id=HeeVtgAACAAJ&dq=Around+the+world+in+Fitchburg&hl=&source=gbs_api,['Fitchburg (Mass.)'],
Local Area Networks (3rd Edition),On computer networks,['Tanenbaum'],http://books.google.com/books/content?id=b2HyGSu46lQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=b2HyGSu46lQC&dq=Local+Area+Networks+(3rd+Edition)&hl=&cd=1&source=gbs_api,Pearson Education India,1999,http://books.google.com/books?id=b2HyGSu46lQC&dq=Local+Area+Networks+(3rd+Edition)&hl=&source=gbs_api,['Communication satellites'],5.0
"A Change Is Gonna Come: Music, Race, and the Soul of America",The new edition of the groundbreaking chronicle of forty years of black music in America,['Craig Werner'],http://books.google.com/books/content?id=TRnEdRBTih4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=TRnEdRBTih4C&printsec=frontcover&dq=A+Change+Is+Gonna+Come:+Music,+Race,+and+the+Soul+of+America&hl=&cd=1&source=gbs_api",University of Michigan Press,2006-01-09,"http://books.google.com/books?id=TRnEdRBTih4C&dq=A+Change+Is+Gonna+Come:+Music,+Race,+and+the+Soul+of+America&hl=&source=gbs_api",['Music'],1.0
Servlets and JavaServer Pages: The J2EE Technology Web Tier,,,,,,,,,
Royal Road to Health or The Secret of Health Without Drugs,,['Charles Alfred Tyrrell'],,http://books.google.nl/books?id=dlstzQEACAAJ&dq=Royal+Road+to+Health+or+The+Secret+of+Health+Without+Drugs&hl=&cd=1&source=gbs_api,,1917,http://books.google.nl/books?id=dlstzQEACAAJ&dq=Royal+Road+to+Health+or+The+Secret+of+Health+Without+Drugs&hl=&source=gbs_api,['Enema'],
Hard-pressed in the heartland; the hormel strike and the future of the labor movement,"Hard-Pressed in the Heartland tells the heartbreaking but empowering story of a spirited local union trying to resist management's drive for concessions--while fending off a conservative national union leadership unwilling to support its own members. Going beyond academic history, it offers useful perspectives for rebuilding a democratic, militant, community-based unionism that can succeed where today's bureaucratic unionism cannot.",['Peter J. Rachleff'],http://books.google.com/books/content?id=mF4d_3UqcNYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=mF4d_3UqcNYC&printsec=frontcover&dq=Hard-pressed+in+the+heartland%3B+the+hormel+strike+and+the+future+of+the+labor+movement&hl=&cd=1&source=gbs_api,South End Press,1993,http://books.google.com/books?id=mF4d_3UqcNYC&dq=Hard-pressed+in+the+heartland%3B+the+hormel+strike+and+the+future+of+the+labor+movement&hl=&source=gbs_api,['History'],1.0
"Fair Ways: How Six Black Golfers Won Civil Rights in Beaumont, Texas (Centennial Series of the Association of Former Students, Texas A&M; University)","Annotation In the summer of 1955, six African American golfers in Beaumont, Texas, began attacking the Jim Crow caste system when they filed a federal lawsuit for the right to play the municipal golf course. The golfers and their African American lawyers went to federal court and asked a conservative white Republican judge to render a decision that would not only integrate the local golf course but also set precedent for desegregation of other public facilities. In Fair Ways, Robert J. Robertson chronicles three parallel stories that converged in this important case. He tells the story of the plaintiffs-avid golfers who had learned the game while working as caddies and waiters-of their young lawyers, recent graduates from Howard University law school, and of the Republican judge just appointed to the bench by President Eisenhower. Using public case papers, public records, newspapers, and oral histories, Robertson has recreated the scene in Beaumont on the eve of desegregation. Fair Ways gives a vivid picture of racial segregation and the forces that brought about its end.",['Robert J. Robertson'],http://books.google.com/books/content?id=LjAY_h0KxXQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=LjAY_h0KxXQC&printsec=frontcover&dq=Fair+Ways:+How+Six+Black+Golfers+Won+Civil+Rights+in+Beaumont,+Texas+(Centennial+Series+of+the+Association+of+Former+Students,+Texas+A&hl=&cd=1&source=gbs_api",Texas A&M University Press,2005-10-18,"http://books.google.com/books?id=LjAY_h0KxXQC&dq=Fair+Ways:+How+Six+Black+Golfers+Won+Civil+Rights+in+Beaumont,+Texas+(Centennial+Series+of+the+Association+of+Former+Students,+Texas+A&hl=&source=gbs_api",['History'],
We're History!: The 20th-Century Survivor's Final Exam,"A compendium of tests and quizzes on the people, places, and things that helped define the twentieth century contains more than two thousand questions on everything from the hula hoop to Matt Groening","[""Jaime O'Neill""]",http://books.google.com/books/content?id=0WUYPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0WUYPQAACAAJ&dq=We%27re+History!:+The+20th-Century+Survivor%27s+Final+Exam&hl=&cd=1&source=gbs_api,Fireside,1998,http://books.google.com/books?id=0WUYPQAACAAJ&dq=We%27re+History!:+The+20th-Century+Survivor%27s+Final+Exam&hl=&source=gbs_api,['History'],
